customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-01860,Female,0,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,58.62,2285.25,No
CUST-01861,Female,0,No,No,60,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,37.05,2231.02,No
CUST-01862,Male,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),48.44,3198.36,No
CUST-01863,Female,0,Yes,No,14,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),110.42,1539.79,No
CUST-01864,Female,0,Yes,No,52,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,32.87,1694.72,No
CUST-01865,Female,1,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.38,200.91,No
CUST-01866,Female,0,No,No,22,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,84.09,1847.83,No
CUST-01867,Male,0,No,No,26,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,109.8,2854.04,No
CUST-01868,Male,0,No,Yes,36,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,110.3,3972.84,No
CUST-01869,Female,1,No,No,42,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,42.73,1806.96,No
CUST-01870,Male,0,Yes,No,36,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,112.32,4050.29,No
CUST-01871,Male,0,Yes,No,28,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,51.14,1430.79,No
CUST-01872,Male,1,Yes,No,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),107.49,3013.37,No
CUST-01873,Female,0,Yes,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.32,1308.35,No
CUST-01874,Female,0,No,No,50,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Mailed check,37.84,1895.87,No
CUST-01875,Female,0,No,No,49,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,25.9,1264.99,No
CUST-01876,Male,0,Yes,No,27,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,47.9,1294.21,No
CUST-01877,Female,0,No,Yes,4,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,105.39,422.64,No
CUST-01878,Female,0,Yes,No,55,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,33.93,1860.89,No
CUST-01879,Male,0,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,40.48,2547.3,No
CUST-01880,Female,0,No,No,16,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,39.62,623.05,Yes
CUST-01881,Female,0,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,45.47,2453.48,No
CUST-01882,Male,0,No,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,19.87,164.54,Yes
CUST-01883,Male,0,No,No,67,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),60.38,4055.45,No
CUST-01884,Male,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,115.63,1741.91,No
CUST-01885,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),62.81,940.22,No
CUST-01886,Female,1,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,99.33,1191.93,No
CUST-01887,Female,0,Yes,No,62,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,75.14,4658.32,No
CUST-01888,Male,0,Yes,No,40,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,19.49,778.55,No
CUST-01889,Male,0,Yes,No,52,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),76.55,,No
CUST-01890,Female,0,Yes,No,67,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),112.65,7544.79,No
CUST-01891,Female,0,Yes,No,8,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,73.35,594.06,No
CUST-01892,Male,0,Yes,Yes,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,70.79,3540.19,No
CUST-01893,Male,0,No,Yes,47,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.02,3990.11,No
CUST-01894,Male,0,No,No,48,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),105.09,5043.83,No
CUST-01895,Male,0,No,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,74.48,1268.56,No
CUST-01896,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,58.64,532.64,No
CUST-01897,Male,1,Yes,No,53,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),21.71,1154.4,No
CUST-01898,Female,0,Yes,No,14,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),29.11,405.96,No
CUST-01899,Female,0,No,No,10,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),82.87,826.11,No
CUST-01900,Female,0,No,No,39,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),79.89,3124.36,No
CUST-01901,Male,0,No,No,46,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),41.9,1927.53,Yes
CUST-01902,Male,0,Yes,No,19,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.89,1702.24,No
CUST-01903,Male,0,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,45.97,962.44,No
CUST-01904,Male,0,Yes,No,47,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),48.5,2269.69,No
CUST-01905,Female,0,No,No,15,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),24.14,353.96,No
CUST-01906,Male,0,Yes,No,4,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,73.03,289.47,Yes
CUST-01907,Male,0,Yes,No,64,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,46.77,2989.3,No
CUST-01908,Female,1,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,99.89,1994.37,Yes
CUST-01909,Male,0,Yes,Yes,60,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),98.15,5892.85,No
CUST-01910,Female,0,No,No,54,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,30.84,1669.73,No
CUST-01911,Female,0,No,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),34.0,776.18,No
CUST-01912,Female,0,Yes,No,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,50.1,1111.66,No
CUST-01913,Female,1,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,76.09,761.4,Yes
CUST-01914,Female,0,No,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,52.25,2403.54,No
CUST-01915,Female,0,No,Yes,1,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),53.03,49.07,No
CUST-01916,Female,0,Yes,No,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),32.01,2207.19,No
CUST-01917,Female,0,No,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),51.56,2691.26,No
CUST-01918,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Mailed check,65.04,644.99,No
CUST-01919,Male,0,Yes,Yes,14,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),116.47,1631.92,No
CUST-01920,Male,1,No,No,11,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),101.8,1117.09,Yes
CUST-01921,Male,0,No,Yes,35,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,97.3,3396.45,No
CUST-01922,Female,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,73.98,1619.88,Yes
CUST-01923,Male,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,54.01,1407.31,No
CUST-01924,Female,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),103.69,1339.36,Yes
CUST-01925,Male,0,No,No,53,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),52.74,2789.05,No
CUST-01926,Male,0,No,No,26,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),77.28,2013.39,Yes
CUST-01927,Male,1,Yes,No,20,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,43.72,877.91,No
CUST-01928,Female,0,No,Yes,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.64,4591.01,No
CUST-01929,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.45,4230.56,No
CUST-01930,Female,0,Yes,No,71,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,107.52,7628.01,No
CUST-01931,Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,74.89,3213.65,No
CUST-01932,Male,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),34.43,1479.82,No
CUST-01933,Male,0,No,No,60,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),117.29,7040.61,No
CUST-01934,Male,0,No,No,41,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),68.2,2794.08,No
CUST-01935,Female,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,43.07,951.96,No
CUST-01936,Male,1,Yes,Yes,0,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,50.93,8.05,No
CUST-01937,Female,1,No,No,35,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),30.12,1056.16,No
CUST-01938,Female,0,Yes,No,54,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,25.39,1364.79,Yes
CUST-01939,Male,0,No,No,15,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),63.06,946.33,No
CUST-01940,Male,0,Yes,No,17,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),113.19,1931.0,No
CUST-01941,Female,0,No,No,37,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,30.3,1117.95,No
CUST-01942,Female,0,No,Yes,66,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,108.27,7142.53,No
CUST-01943,Female,0,No,No,19,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,97.67,1861.43,Yes
CUST-01944,Male,0,No,No,18,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),98.64,1768.34,No
CUST-01945,Female,0,No,Yes,12,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.0,1068.99,Yes
CUST-01946,Male,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Electronic check,77.18,1231.79,No
CUST-01947,Female,0,No,No,29,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,30.14,871.9,No
CUST-01948,Female,0,No,No,42,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),75.57,3182.46,Yes
CUST-01949,Male,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,53.2,2498.0,No
CUST-01950,Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,28.53,1198.87,No
CUST-01951,Male,0,No,No,65,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,98.38,6399.86,No
CUST-01952,Male,1,Yes,No,52,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,72.65,3771.39,No
CUST-01953,Female,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),92.5,6571.68,No
CUST-01954,Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,65.95,2174.11,No
CUST-01955,Male,0,No,No,71,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),73.17,5188.67,No
CUST-01956,Female,1,No,Yes,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,89.23,6243.64,Yes
CUST-01957,Male,0,Yes,No,12,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,42.69,512.59,Yes
CUST-01958,Male,0,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),102.7,5649.7,No
CUST-01959,Male,1,Yes,No,58,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,60.09,3481.47,No
CUST-01960,Female,0,No,No,31,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),88.85,2753.27,No
CUST-01961,Male,1,No,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),50.61,2675.37,No
CUST-01962,Female,1,Yes,No,1,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,88.25,84.71,No
CUST-01963,Female,1,No,No,36,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),22.35,797.79,No
CUST-01964,Male,0,Yes,No,32,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),110.93,3549.36,No
CUST-01965,Male,0,Yes,No,0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),96.69,0.0,No
CUST-01966,Male,0,No,No,27,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,84.48,2291.33,Yes
CUST-01967,Female,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,50.39,808.15,No
CUST-01968,Male,0,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,102.26,5718.43,No
CUST-01969,Male,0,Yes,No,69,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),94.77,6535.4,No
CUST-01970,Male,0,Yes,No,51,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),63.31,3232.32,No
CUST-01971,Male,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),37.74,1624.04,No
CUST-01972,Male,0,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),35.55,1627.44,No
CUST-01973,Female,0,Yes,Yes,12,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,66.82,797.9,No
CUST-01974,Female,0,Yes,No,29,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,96.34,2797.08,No
CUST-01975,Male,0,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,89.45,5816.11,No
CUST-01976,Male,0,No,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,67.36,3505.6,No
CUST-01977,Male,0,No,Yes,17,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),38.44,652.08,No
CUST-01978,Male,0,No,Yes,27,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),41.92,1127.56,Yes
CUST-01979,Female,0,Yes,No,3,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,23.76,64.9,No
CUST-01980,Male,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),35.68,1467.63,No
CUST-01981,Female,0,Yes,Yes,5,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,19.28,106.12,No
CUST-01982,Female,0,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),85.45,684.99,No
CUST-01983,Male,1,No,Yes,19,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),76.82,1464.26,No
CUST-01984,Female,0,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,116.8,4317.61,No
CUST-01985,Female,0,Yes,No,67,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,94.28,6316.66,No
CUST-01986,Female,0,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,42.62,2088.07,No
CUST-01987,Female,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.79,5240.53,Yes
CUST-01988,Male,0,No,No,12,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Electronic check,19.22,231.03,No
CUST-01989,Male,0,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,116.62,4795.31,No
CUST-01990,Female,0,Yes,Yes,67,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,79.44,5326.48,No
CUST-01991,Male,0,Yes,Yes,24,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),29.97,725.78,No
CUST-01992,Male,0,Yes,No,30,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),67.85,2036.85,No
CUST-01993,Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),112.06,1222.03,Yes
CUST-01994,Male,0,Yes,No,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,102.97,6489.35,No
CUST-01995,Male,1,No,Yes,60,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,47.89,2878.88,No
CUST-01996,Female,0,Yes,Yes,52,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),57.61,3002.69,No
CUST-01997,Male,0,No,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,103.36,2583.66,No
CUST-01998,Male,0,No,No,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,108.0,6472.82,No
CUST-01999,Male,0,No,No,9,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,109.46,983.69,No
CUST-02000,Male,0,Yes,No,11,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),112.79,1233.44,Yes
CUST-02001,Female,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,68.05,1435.49,No
CUST-02002,Female,0,No,No,52,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),104.15,5418.07,No
CUST-02003,Female,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,52.7,1051.44,No
CUST-02004,Female,0,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),101.81,3465.25,No
CUST-02005,Male,0,No,No,70,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,52.75,3699.85,No
CUST-02006,Female,1,Yes,No,26,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,78.83,2053.5,No
CUST-02007,Male,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,64.85,3836.15,No
CUST-02008,Male,0,Yes,No,46,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.29,4930.91,No
CUST-02009,Male,0,Yes,No,65,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),24.65,1607.11,No
CUST-02010,Male,0,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,112.88,1573.02,No
CUST-02011,Male,1,No,No,23,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,64.21,1486.3,No
CUST-02012,Female,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,66.14,598.9,No
CUST-02013,Female,0,Yes,No,23,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),100.78,2316.07,No
CUST-02014,Female,0,Yes,No,56,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),84.62,4732.94,No
CUST-02015,Female,0,No,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,113.37,3738.51,No
CUST-02016,Male,0,Yes,No,40,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),72.66,2905.1,No
CUST-02017,Female,0,Yes,Yes,39,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),73.87,2882.01,No
CUST-02018,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),115.17,1151.61,No
CUST-02019,Female,1,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),110.64,0.0,No
CUST-02020,Male,0,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),38.87,1133.02,No
CUST-02021,Male,0,Yes,No,42,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),48.69,2036.48,No
CUST-02022,Female,0,No,Yes,25,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,80.53,2016.12,Yes
CUST-02023,Male,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),111.94,5821.81,No
CUST-02024,Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,74.34,3419.61,No
CUST-02025,Female,0,No,Yes,8,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.28,733.39,No
CUST-02026,Male,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),27.4,215.86,No
CUST-02027,Female,0,No,No,0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,70.26,0.0,Yes
CUST-02028,Female,1,No,No,70,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,32.76,2291.75,No
CUST-02029,Female,0,No,No,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,44.06,1891.95,Yes
CUST-02030,Male,0,Yes,No,58,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),34.63,2007.36,No
CUST-02031,Male,0,No,No,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,34.59,1906.05,No
CUST-02032,Male,1,No,Yes,50,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,117.17,5859.05,No
CUST-02033,Female,0,No,Yes,15,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),47.82,717.45,No
